,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS
12672,TO,BR,BRASIL,93238,CRISTALÂNDIA,17,PSL,1681
13032,CE,BR,BRASIL,15954,ITAREMA,13,PT,16100
13033,RN,BR,BRASIL,18899,UPANEMA,13,PT,5204
13034,PB,BR,BRASIL,20850,MASSARANDUBA,13,PT,6137
13035,PB,BR,BRASIL,21571,RIACHO DOS CAVALOS,13,PT,4952
13036,PE,BR,BRASIL,24210,GLÓRIA DO GOITÁ,13,PT,12675
13043,BA,BR,BRASIL,36170,ITAMBÉ,13,PT,8003
13044,BA,BR,BRASIL,39535,URUÇUCA,13,PT,7114
13045,MG,BR,BRASIL,43117,CEDRO DO ABAETÉ,13,PT,237
13061,SP,BR,BRASIL,61301,SUZANÁPOLIS,13,PT,834
13078,PA,BR,BRASIL,4804,BELTERRA,13,PT,5497
13079,MA,BR,BRASIL,7056,ALDEIAS ALTAS,13,PT,9719
13080,MA,BR,BRASIL,8168,RAPOSA,13,PT,9840
13085,PR,BR,BRASIL,74713,CAMBÉ,17,PSL,41798
13092,PE,BR,BRASIL,25313,RECIFE,13,PT,36731
13093,SE,BR,BRASIL,31070,ARAUÁ,13,PT,5115
13099,RS,BR,BRASIL,87831,PARAÍ,17,PSL,3754
13100,GO,BR,BRASIL,92665,SÃO MIGUEL DO PASSA QUATRO,17,PSL,1441
13101,GO,BR,BRASIL,93734,GOIÂNIA,17,PSL,54726
13102,GO,BR,BRASIL,94595,MINEIROS,17,PSL,18443
13103,DF,BR,BRASIL,97012,BRASÍLIA,17,PSL,55809
13113,BA,BR,BRASIL,33790,BONINAL,13,PT,5100
13114,MG,BR,BRASIL,40908,VARGEM ALEGRE,13,PT,1694
13115,MG,BR,BRASIL,43010,CÁSSIA,13,PT,3640
13116,MG,BR,BRASIL,43753,CORAÇÃO DE JESUS,13,PT,9403
13117,MG,BR,BRASIL,45314,FRANCISCO DUMONT,13,PT,1471
13129,ES,BR,BRASIL,56049,IRUPI,13,PT,2190
13539,GO,BR,BRASIL,95656,RIALMA,17,PSL,4457
13540,TO,BR,BRASIL,96296,PRESIDENTE KENNEDY,17,PSL,849
13935,PR,BR,BRASIL,78298,RONDON,13,PT,1737
13936,RS,BR,BRASIL,87599,NOVA ARAÇÁ,13,PT,513
13942,MA,BR,BRASIL,8214,LORETO,17,PSL,1014
13943,MA,BR,BRASIL,8770,PORTO FRANCO,17,PSL,4369
13944,MA,BR,BRASIL,9431,TUTÓIA,17,PSL,4055
13959,CE,BR,BRASIL,13935,GENERAL SAMPAIO,17,PSL,836
13977,MG,BR,BRASIL,42714,CAREAÇU,17,PSL,2120
13978,RJ,BR,BRASIL,58335,DUQUE DE CAXIAS,13,PT,22827
13979,RJ,BR,BRASIL,58696,NOVA IGUAÇU,13,PT,17857
13980,SP,BR,BRASIL,62553,BRAÚNA,13,PT,677
13981,SP,BR,BRASIL,66478,LOUVEIRA,13,PT,5961
13982,SP,BR,BRASIL,69310,PRESIDENTE VENCESLAU,13,PT,4254
13983,SP,BR,BRASIL,69558,RESTINGA,13,PT,1760
13984,SP,BR,BRASIL,69698,RIBEIRÃO PRETO,13,PT,18080
13995,SP,BR,BRASIL,71854,TEJUPÁ,13,PT,1204
13996,TO,BR,BRASIL,73598,IPUEIRAS,13,PT,751
13997,PR,BR,BRASIL,77119,MUNHOZ DE MELO,13,PT,974
14004,RS,BR,BRASIL,86398,HERVAL,13,PT,2379
14005,RS,BR,BRASIL,87262,NOVO BARREIRO,13,PT,1518
14006,RS,BR,BRASIL,88366,FAZENDA VILANOVA,13,PT,861
14007,GO,BR,BRASIL,92495,ARUANÃ,13,PT,1697
14008,GO,BR,BRASIL,93319,CROMÍNIA,13,PT,846
14009,GO,BR,BRASIL,93351,DAMIANÓPOLIS,13,PT,1051
14022,MT,BR,BRASIL,98779,NOVO SÃO JOAQUIM,13,PT,1028
14023,AC,BR,BRASIL,1511,PLÁCIDO DE CASTRO,17,PSL,6531
14024,PI,BR,BRASIL,10073,ALTOS,17,PSL,4338
14025,PI,BR,BRASIL,12360,COCAL DE TELHA,17,PSL,245
14034,CE,BR,BRASIL,15377,RUSSAS,17,PSL,11203
14488,MA,BR,BRASIL,9172,SÃO JOÃO BATISTA,13,PT,10398
14489,PI,BR,BRASIL,11177,MANOEL EMÍDIO,13,PT,2687
14848,MG,BR,BRASIL,51659,SANTANA DA VARGEM,17,PSL,2312
14849,MG,BR,BRASIL,52132,SANTOS DUMONT,17,PSL,12068
14850,RJ,BR,BRASIL,58343,SÃO JOSÉ DE UBÁ,17,PSL,3664
14851,SP,BR,BRASIL,61662,ESTIVA GERBI,17,PSL,4662
14862,SP,BR,BRASIL,68756,PIRACICABA,17,PSL,21849
14863,SP,BR,BRASIL,71110,SÃO PEDRO DO TURVO,17,PSL,2574
14864,SP,BR,BRASIL,71838,TAUBATÉ,17,PSL,77586
14865,PR,BR,BRASIL,75752,GUAPIRAMA,17,PSL,1621
14866,PR,BR,BRASIL,76198,ITAÚNA DO SUL,17,PSL,760
14883,RS,BR,BRASIL,86100,ANDRÉ DA ROCHA,17,PSL,709
14884,RS,BR,BRASIL,88692,SÃO GABRIEL,17,PSL,18188
14895,RN,BR,BRASIL,16810,GOIANINHA,17,PSL,5192
14896,PB,BR,BRASIL,19127,RIACHÃO DO BACAMARTE,17,PSL,616
14897,PB,BR,BRASIL,19232,AREIAL,17,PSL,1312
14898,PB,BR,BRASIL,21610,SALGADINHO,17,PSL,388
14899,PE,BR,BRASIL,23493,BREJINHO,17,PSL,732
14900,AL,BR,BRASIL,27715,JAPARATINGA,17,PSL,1962
14901,AL,BR,BRASIL,27855,MACEIÓ,17,PSL,50371
14902,ZZ,BR,BRASIL,30333,PORTO PRÍNCIPE,17,PSL,17
14903,ZZ,BR,BRASIL,30350,PRAGA,17,PSL,67
14921,BA,BR,BRASIL,35297,GONGOGI,17,PSL,505
14922,BA,BR,BRASIL,36218,ITANHÉM,17,PSL,3911
14923,BA,BR,BRASIL,38610,SANTALUZ,17,PSL,4611
14924,BA,BR,BRASIL,39616,VÁRZEA DO POÇO,17,PSL,1067
14925,MG,BR,BRASIL,41394,BIQUINHAS,17,PSL,934
14938,MG,BR,BRASIL,51810,SANTANA DOS MONTES,17,PSL,1115
14939,MG,BR,BRASIL,51993,SANTO ANTÔNIO DO AVENTUREIRO,17,PSL,1148
14940,RJ,BR,BRASIL,59315,PATY DO ALFERES,17,PSL,10064
15753,GO,BR,BRASIL,92320,MATRINCHÃ,17,PSL,1257
15754,GO,BR,BRASIL,93530,FAZENDA NOVA,17,PSL,2019
15755,MT,BR,BRASIL,99058,GUARANTÃ DO NORTE,17,PSL,11228
15809,SP,BR,BRASIL,68713,PIQUETE,17,PSL,5482
15810,SP,BR,BRASIL,69957,SAGRES,17,PSL,865
15811,SP,BR,BRASIL,71072,SÃO PAULO,17,PSL,56429
15812,SP,BR,BRASIL,72230,VALENTIM GENTIL,17,PSL,4771
15813,TO,BR,BRASIL,73199,FORTALEZA DO TABOCÃO,17,PSL,846
15814,PR,BR,BRASIL,74950,CASTRO,17,PSL,27181
15815,PR,BR,BRASIL,77437,PARANACITY,17,PSL,2917
15816,PR,BR,BRASIL,79855,CAFELÂNDIA,17,PSL,6528
15817,SC,BR,BRASIL,82350,PALMA SOLA,17,PSL,1813
15827,RS,BR,BRASIL,86614,FLORES DA CUNHA,17,PSL,16466
15828,RS,BR,BRASIL,87440,PONTE PRETA,17,PSL,946
15829,RS,BR,BRASIL,87610,NOVA BASSANO,17,PSL,4980
15830,MS,BR,BRASIL,91073,MARACAJU,17,PSL,13404
15845,TO,BR,BRASIL,95591,PORTO NACIONAL,17,PSL,13764
16292,CE,BR,BRASIL,13897,FORTALEZA,13,PT,46321
16293,PB,BR,BRASIL,19810,CAMPINA GRANDE,13,PT,38428
16294,PB,BR,BRASIL,20613,JURU,13,PT,4817
16309,ZZ,BR,BRASIL,39080,ATLANTA,13,PT,393
16310,MG,BR,BRASIL,42951,CARVALHOS,13,PT,1051
17172,MG,BR,BRASIL,47074,JECEABA,13,PT,1807
17173,MG,BR,BRASIL,48038,MARIPÁ DE MINAS,13,PT,956
17174,MG,BR,BRASIL,51357,SABINÓPOLIS,13,PT,4807
17175,RJ,BR,BRASIL,58211,CANTAGALO,13,PT,3332
17192,SP,BR,BRASIL,63495,CORDEIRÓPOLIS,13,PT,2904
17193,PR,BR,BRASIL,77070,MOREIRA SALES,13,PT,2654
17208,PR,BR,BRASIL,78239,RIO NEGRO,13,PT,3757
17209,SC,BR,BRASIL,80837,CONCÓRDIA,13,PT,4220
17210,RS,BR,BRASIL,85570,CACEQUI,13,PT,3290
17211,RS,BR,BRASIL,87408,PINHEIRINHO DO VALE,13,PT,1334
17212,RS,BR,BRASIL,89257,TAPES,13,PT,3551
17221,GO,BR,BRASIL,92231,ANHANGÜERA,13,PT,391
17637,PA,BR,BRASIL,4278,BELÉM,13,PT,43128
17694,RO,BR,BRASIL,612,GOVERNADOR JORGE TEIXEIRA,13,PT,1462
17695,PA,BR,BRASIL,4790,LIMOEIRO DO AJURU,13,PT,10679
17696,PA,BR,BRASIL,5398,SANTO ANTÔNIO DO TAUÁ,13,PT,11076
17709,CE,BR,BRASIL,13145,ACARAPE,13,PT,5839
17710,CE,BR,BRASIL,13676,CARNAUBAL,13,PT,6827
17711,CE,BR,BRASIL,14990,PACUJÁ,13,PT,3573
17712,PB,BR,BRASIL,19810,CAMPINA GRANDE,13,PT,35328
17713,PE,BR,BRASIL,23256,BARRA DE GUABIRABA,13,PT,4415
17727,BA,BR,BRASIL,33650,BARRO PRETO,13,PT,2715
17728,BA,BR,BRASIL,39870,SANTA LUZIA,13,PT,3530
17729,MG,BR,BRASIL,41238,BELO HORIZONTE,13,PT,27865
18075,PI,BR,BRASIL,12637,FLORESTA DO PIAUÍ,17,PSL,158
18076,RN,BR,BRASIL,17175,JOSÉ DA PENHA,17,PSL,407
18089,SE,BR,BRASIL,31372,CUMBE,17,PSL,840
18090,BA,BR,BRASIL,37494,MUTUÍPE,17,PSL,3653
18091,MG,BR,BRASIL,42323,JOSÉ RAYDAN,17,PSL,790
18104,MG,BR,BRASIL,44296,DESTERRO DO MELO,17,PSL,1142
18105,MG,BR,BRASIL,47678,LEOPOLDINA,17,PSL,12774
18106,MG,BR,BRASIL,48496,MONJOLOS,17,PSL,519
18107,RJ,BR,BRASIL,58335,DUQUE DE CAXIAS,17,PSL,55015
18108,RJ,BR,BRASIL,59013,SÃO JOÃO DE MERITI,17,PSL,55877
18121,PR,BR,BRASIL,74578,BOA ESPERANÇA,17,PSL,2192
18122,PR,BR,BRASIL,75353,CURITIBA,17,PSL,81980
18123,PR,BR,BRASIL,76791,MANDIRITUBA,17,PSL,8514
18599,SP,BR,BRASIL,62286,FERNÃO,13,PT,256
18600,PR,BR,BRASIL,76210,IVAÍ,13,PT,3207
18601,PR,BR,BRASIL,78832,SÃO JOSÉ DA BOA VISTA,13,PT,931
18611,SC,BR,BRASIL,80926,PONTE ALTA DO NORTE,13,PT,767
18612,SC,BR,BRASIL,83909,BALNEÁRIO RINCÃO,13,PT,1956
18613,MT,BR,BRASIL,90506,CAMPO VERDE,13,PT,5577
18622,MS,BR,BRASIL,90735,DOURADOS,13,PT,16946
18623,MS,BR,BRASIL,90875,INOCÊNCIA,13,PT,1209
18624,TO,BR,BRASIL,96598,SILVANÓPOLIS,13,PT,1793
18634,PI,BR,BRASIL,10243,CORONEL JOSÉ DIAS,17,PSL,209
18635,PE,BR,BRASIL,23175,AMARAJI,17,PSL,3059
18993,SC,BR,BRASIL,81400,IBIAM,17,PSL,916
18994,SC,BR,BRASIL,83313,SÃO JOSÉ DO CERRITO,17,PSL,2441
18995,PR,BR,BRASIL,84611,SARANDI,17,PSL,28697
18996,RS,BR,BRASIL,85081,EREBANGO,17,PSL,1149
18997,RS,BR,BRASIL,85634,CACIQUE DOBLE,17,PSL,1847
18998,RS,BR,BRASIL,89281,LAGOA BONITA DO SUL,17,PSL,860
19017,GO,BR,BRASIL,96539,NOVA CRIXÁS,17,PSL,2586
19446,RN,BR,BRASIL,17655,NOVA CRUZ,13,PT,12368
19447,PB,BR,BRASIL,19305,BARAÚNA,13,PT,2588
19448,PE,BR,BRASIL,25313,RECIFE,13,PT,41579
19459,ZZ,BR,BRASIL,30180,MUNIQUE,13,PT,1428
19460,BA,BR,BRASIL,30694,JUSSARI,13,PT,1898
19461,BA,BR,BRASIL,35700,IGRAPIÚNA,13,PT,4674
19462,BA,BR,BRASIL,36013,ITAETÉ,13,PT,5405
19463,MG,BR,BRASIL,43192,CHALÉ,13,PT,1793
19472,MG,BR,BRASIL,50695,ALTO JEQUITIBÁ,13,PT,1589
19473,MG,BR,BRASIL,51012,RIO DO PRADO,13,PT,2018
19474,MG,BR,BRASIL,53937,TURMALINA,13,PT,6891
19475,ES,BR,BRASIL,56812,PINHEIROS,13,PT,7275
19476,RJ,BR,BRASIL,58335,DUQUE DE CAXIAS,13,PT,10832
19477,RJ,BR,BRASIL,60011,RIO DE JANEIRO,13,PT,16056
19478,SP,BR,BRASIL,62871,CAJOBI,13,PT,1537
19510,MG,BR,BRASIL,41335,BETIM,17,PSL,53238
19524,MG,BR,BRASIL,50814,RECREIO,17,PSL,2184
19525,RJ,BR,BRASIL,58009,QUISSAMÃ,17,PSL,6250
19540,RJ,BR,BRASIL,60011,RIO DE JANEIRO,17,PSL,43059
19541,SP,BR,BRASIL,64513,GUAPIAÇU,17,PSL,7041
19542,SP,BR,BRASIL,65757,ITIRAPUÃ,17,PSL,1845
19543,SP,BR,BRASIL,70572,SANTO ANDRÉ,17,PSL,44504
19552,SC,BR,BRASIL,80217,ANITÁPOLIS,17,PSL,1617
20345,SP,BR,BRASIL,68756,PIRACICABA,13,PT,14372
20346,TO,BR,BRASIL,73601,LAVANDEIRA,13,PT,646
20347,PR,BR,BRASIL,75876,GUARATUBA,13,PT,4476
20362,SC,BR,BRASIL,81752,JARAGUÁ DO SUL,13,PT,6922
20363,RS,BR,BRASIL,86541,CENTENÁRIO,13,PT,1066
20364,RS,BR,BRASIL,87335,LIBERATO SALZANO,13,PT,2003
20365,RS,BR,BRASIL,87661,SANTO ANTÔNIO DO PLANALTO,13,PT,406
20366,RS,BR,BRASIL,88714,SÃO JERÔNIMO,13,PT,4740
20380,GO,BR,BRASIL,95850,SANTA ROSA DE GOIÁS,13,PT,828
20381,GO,BR,BRASIL,96539,NOVA CRIXÁS,13,PT,3206
20382,RO,BR,BRASIL,256,ESPIGÃO DO OESTE,17,PSL,12536
20383,RO,BR,BRASIL,710,SÃO FELIPE D OESTE,17,PSL,2282
20397,SC,BR,BRASIL,81370,IÇARA,17,PSL,25561
20398,RS,BR,BRASIL,85413,BENTO GONÇALVES,17,PSL,56142
20399,RS,BR,BRASIL,85979,CATUÍPE,17,PSL,3425
20400,RS,BR,BRASIL,88609,UBIRETAMA,17,PSL,1092
21246,CE,BR,BRASIL,15350,RERIUTABA,17,PSL,1665
21247,PB,BR,BRASIL,19500,BERNARDINO BATISTA,17,PSL,263
21248,PB,BR,BRASIL,20516,JOÃO PESSOA,17,PSL,44022
21249,AL,BR,BRASIL,27618,IGACI,17,PSL,1901
21265,ZZ,BR,BRASIL,29580,CONCEPCIÓN,17,PSL,40
21266,ZZ,BR,BRASIL,30252,OTTAWA,17,PSL,348
21267,BA,BR,BRASIL,39497,UNA,17,PSL,3304
21268,MG,BR,BRASIL,42110,CAMBUÍ,17,PSL,9755
21279,MG,BR,BRASIL,49433,PARAGUAÇU,17,PSL,7309
21291,SP,BR,BRASIL,66435,LINS,17,PSL,31675
21292,SP,BR,BRASIL,70777,SÃO CAETANO DO SUL,17,PSL,41712
21357,PA,BR,BRASIL,4723,ANAPU,13,PT,5203
21358,MA,BR,BRASIL,8320,SÃO JOÃO DO PARAÍSO,13,PT,4058
22158,RS,BR,BRASIL,85499,BOSSOROCA,17,PSL,1626
22159,MT,BR,BRASIL,90980,SANTA CRUZ DO XINGU,17,PSL,674
22160,MS,BR,BRASIL,91316,PONTA PORÃ,17,PSL,12142
22176,ZZ,BR,BRASIL,99287,LUSACA,17,PSL,15
22224,BA,BR,BRASIL,38032,POÇÕES,13,PT,17322
22233,MG,BR,BRASIL,52671,SÃO JOSÉ DO GOIABAL,13,PT,1803
22234,MG,BR,BRASIL,54232,VERÍSSIMO,13,PT,868
22235,ES,BR,BRASIL,56995,SERRA,13,PT,31732
22236,RJ,BR,BRASIL,58440,ITATIAIA,13,PT,5194
22237,RJ,BR,BRASIL,59293,ITALVA,13,PT,1951
22249,SP,BR,BRASIL,70718,SANTOS,13,PT,20461
22258,SC,BR,BRASIL,83810,WITMARSUM,13,PT,568
22259,RS,BR,BRASIL,85200,CAMPOS BORGES,13,PT,1078
22260,RS,BR,BRASIL,86851,GUAÍBA,13,PT,20423
22261,RS,BR,BRASIL,87491,MONTENEGRO,13,PT,10918
22262,MT,BR,BRASIL,90883,NOVA UBIRATÃ,13,PT,1267
22263,GO,BR,BRASIL,93068,PEROLÂNDIA,13,PT,995
23115,TO,BR,BRASIL,96270,GUARAÍ,13,PT,4965
23116,AC,BR,BRASIL,1570,ASSIS BRASIL,17,PSL,2333
23117,AM,BR,BRASIL,2631,NHAMUNDÁ,17,PSL,1280
23118,PA,BR,BRASIL,5398,SANTO ANTÔNIO DO TAUÁ,17,PSL,5010
23138,RN,BR,BRASIL,17590,MOSSORÓ,17,PSL,24525
23139,PE,BR,BRASIL,26298,CAMARAGIBE,17,PSL,23844
23153,ZZ,BR,BRASIL,30627,TÓQUIO,17,PSL,11863
23154,BA,BR,BRASIL,36013,ITAETÉ,17,PSL,1679
23155,MG,BR,BRASIL,43710,CONTAGEM,17,PSL,47980
23161,PA,BR,BRASIL,4855,MARACANÃ,13,PT,12021
24013,MG,BR,BRASIL,48976,NOVA MÓDICA,17,PSL,921
24014,PI,BR,BRASIL,10910,HUGO NAPOLEÃO,13,PT,2204
24015,CE,BR,BRASIL,15571,SENADOR SÁ,13,PT,3553
24025,SP,BR,BRASIL,68950,PLATINA,17,PSL,1299
24026,SP,BR,BRASIL,70416,SANTA MARIA DA SERRA,17,PSL,2074
24027,SC,BR,BRASIL,80454,BIGUAÇU,17,PSL,28061
24028,SC,BR,BRASIL,80837,CONCÓRDIA,17,PSL,21231
24029,PE,BR,BRASIL,24910,OLINDA,13,PT,40057
24030,AL,BR,BRASIL,27138,BATALHA,13,PT,6261
24031,ZZ,BR,BRASIL,30651,CANTÃO,13,PT,5
24032,BA,BR,BRASIL,38890,SÃO SEBASTIÃO DO PASSÉ,13,PT,22150
24041,RS,BR,BRASIL,84778,PIRAPÓ,17,PSL,709
24042,RS,BR,BRASIL,88170,RIO PARDO,17,PSL,10198
24043,MT,BR,BRASIL,90468,BRASNORTE,17,PSL,5097
24044,MG,BR,BRASIL,41238,BELO HORIZONTE,13,PT,23991
24045,MG,BR,BRASIL,50792,RAUL SOARES,13,PT,6034
24050,GO,BR,BRASIL,92568,SANTA FÉ DE GOIÁS,17,PSL,1311
24051,GO,BR,BRASIL,96458,ACREÚNA,17,PSL,6063
24057,SP,BR,BRASIL,61930,BALBINOS,13,PT,227
24058,SP,BR,BRASIL,62758,CACONDE,13,PT,3160
24070,PR,BR,BRASIL,75230,CORBÉLIA,13,PT,3322
24071,PR,BR,BRASIL,75639,FOZ DO IGUAÇU,13,PT,20834
24930,GO,BR,BRASIL,92983,JESÚPOLIS,13,PT,454
24931,PA,BR,BRASIL,4588,BANNACH,17,PSL,1050
24942,MA,BR,BRASIL,9016,SANTA RITA,17,PSL,2720
24943,MA,BR,BRASIL,9059,SÃO BENEDITO DO RIO PRETO,17,PSL,1116
24958,BA,BR,BRASIL,33359,ANTÔNIO GONÇALVES,17,PSL,1308
24959,BA,BR,BRASIL,34894,CRAVOLÂNDIA,17,PSL,416
24971,MG,BR,BRASIL,40266,IPABA,17,PSL,5175
24972,MG,BR,BRASIL,41068,MIRAVÂNIA,17,PSL,522
24973,MG,BR,BRASIL,46477,ITAJUBÁ,17,PSL,39418
25841,SP,BR,BRASIL,66419,LINDÓIA,17,PSL,3300
25850,RO,BR,BRASIL,620,CACAULÂNDIA,13,PT,694
25851,MA,BR,BRASIL,9458,URBANO SANTOS,13,PT,14355
25853,PR,BR,BRASIL,79758,MARILENA,17,PSL,1877
25854,PR,BR,BRASIL,79871,TRÊS BARRAS DO PARANÁ,17,PSL,3889
25855,SC,BR,BRASIL,80993,DONA EMMA,17,PSL,1718
25856,RS,BR,BRASIL,84735,ÁUREA,17,PSL,1484
25862,PE,BR,BRASIL,25313,RECIFE,13,PT,43095
25875,MG,BR,BRASIL,40681,SANTANA DO PARAÍSO,13,PT,4340
25876,MG,BR,BRASIL,48135,MATEUS LEME,13,PT,5499
25880,AM,BR,BRASIL,98515,TONANTINS,17,PSL,1013
26736,MG,BR,BRASIL,54135,VARGINHA,13,PT,18711
26737,RJ,BR,BRASIL,59013,SÃO JOÃO DE MERITI,13,PT,14418
26738,SP,BR,BRASIL,61263,ARAÇARIGUAMA,13,PT,3192
26739,SP,BR,BRASIL,61859,AVAÍ,13,PT,1120
26740,SP,BR,BRASIL,62170,BATATAIS,13,PT,8366
26741,SP,BR,BRASIL,65277,IPUÃ,13,PT,3043
26751,PR,BR,BRASIL,74217,ANTONINA,13,PT,3150
26752,PR,BR,BRASIL,75191,CONSELHEIRO MAIRINCK,13,PT,866
26753,PR,BR,BRASIL,75663,TAMARANA,13,PT,2499
26754,PR,BR,BRASIL,76910,MARINGÁ,13,PT,14659
26755,SC,BR,BRASIL,80446,SUL BRASIL,13,PT,949
26772,PR,BR,BRASIL,84611,SARANDI,13,PT,17398
26773,MT,BR,BRASIL,91677,VÁRZEA GRANDE,13,PT,27297
26774,GO,BR,BRASIL,95230,PARAÚNA,13,PT,2252
27626,PA,BR,BRASIL,4618,GURUPÁ,17,PSL,2771
27641,RN,BR,BRASIL,16950,ITAÚ,17,PSL,691
27642,PE,BR,BRASIL,23140,DORMENTES,17,PSL,1936
27657,ZZ,BR,BRASIL,30864,ZURIQUE,17,PSL,2948
27658,ZZ,BR,BRASIL,39284,UAGADUGU,17,PSL,0
27659,MG,BR,BRASIL,40231,AIURUOCA,17,PSL,1701
27660,MG,BR,BRASIL,42366,SÃO SEBASTIÃO DO ANTA,17,PSL,1782
27661,MG,BR,BRASIL,47279,JOAQUIM FELÍCIO,17,PSL,859
27675,MG,BR,BRASIL,51756,SANTANA DO JACARÉ,17,PSL,1541
27676,RJ,BR,BRASIL,58246,PINHEIRAL,17,PSL,6759
27677,RJ,BR,BRASIL,60011,RIO DE JANEIRO,17,PSL,45209
28523,RJ,BR,BRASIL,60011,RIO DE JANEIRO,17,PSL,35981
28524,SP,BR,BRASIL,62448,TRABIJU,17,PSL,681
28537,SP,BR,BRASIL,71056,SÃO MIGUEL ARCANJO,17,PSL,11888
28538,PR,BR,BRASIL,75140,BOA VENTURA DE SÃO ROQUE,17,PSL,1322
28545,RS,BR,BRASIL,86819,GRAMADO,17,PSL,18844
28546,RS,BR,BRASIL,87734,OSÓRIO,17,PSL,16099
28547,GO,BR,BRASIL,93580,CAMPO LIMPO DE GOIÁS,17,PSL,2772
28560,ZZ,BR,BRASIL,99317,TALIN,17,PSL,12
30364,AC,BR,BRASIL,1090,MÂNCIO LIMA,13,PT,2334
30365,PA,BR,BRASIL,4812,MAGALHÃES BARATA,13,PT,3562
30366,PI,BR,BRASIL,10669,BOA HORA,13,PT,3642
30367,PI,BR,BRASIL,11711,PRATA DO PIAUÍ,13,PT,1964
31308,PE,BR,BRASIL,25950,TACARATU,13,PT,10527
31324,MG,BR,BRASIL,41408,PONTO CHIQUE,13,PT,1632
32181,MG,BR,BRASIL,45136,FELIXLÂNDIA,13,PT,3621
32182,MG,BR,BRASIL,45470,GONÇALVES,13,PT,602
32194,MG,BR,BRASIL,46850,ITUMIRIM,13,PT,1488
32202,SP,BR,BRASIL,63851,DOLCINÓPOLIS,13,PT,831
32203,SP,BR,BRASIL,68110,PARAGUAÇU PAULISTA,13,PT,6277
32204,SP,BR,BRASIL,71110,SÃO PEDRO DO TURVO,13,PT,1297
32205,PR,BR,BRASIL,74586,NOVA LARANJEIRAS,13,PT,3741
32206,PR,BR,BRASIL,74861,SÃO PEDRO DO IGUAÇU,13,PT,1533
32212,PR,BR,BRASIL,79251,TIJUCAS DO SUL,13,PT,3534
32213,SC,BR,BRASIL,81833,LAGES,13,PT,10494
32214,SC,BR,BRASIL,82074,MASSARANDUBA,13,PT,1321
32215,RS,BR,BRASIL,85782,IMIGRANTE,13,PT,542
32216,RS,BR,BRASIL,87033,IGREJINHA,13,PT,5444
32217,RS,BR,BRASIL,88846,CHUÍ,13,PT,1523
32218,MT,BR,BRASIL,89826,NOVA SANTA HELENA,13,PT,595
32233,GO,BR,BRASIL,94897,NIQUELÂNDIA,13,PT,8189
32234,GO,BR,BRASIL,96814,INDIARA,13,PT,3531
32235,RO,BR,BRASIL,744,NOVA UNIÃO,17,PSL,2106
33107,PI,BR,BRASIL,10847,JUREMA,17,PSL,421
33108,PI,BR,BRASIL,11193,MARCOS PARENTE,17,PSL,730
33116,ZZ,BR,BRASIL,29262,ABU DHABI,17,PSL,539
33117,ZZ,BR,BRASIL,29289,AMÃ,17,PSL,119
33118,ZZ,BR,BRASIL,39306,ISTAMBUL,17,PSL,55
33136,MG,BR,BRASIL,54070,UNAÍ,17,PSL,27649
33137,ES,BR,BRASIL,56502,IBITIRAMA,17,PSL,3003
33138,SP,BR,BRASIL,61107,GUATAPARÁ,17,PSL,2197
33150,PR,BR,BRASIL,74020,IBEMA,17,PSL,1828
34011,PR,BR,BRASIL,76651,LOBATO,17,PSL,1668
34026,MS,BR,BRASIL,90794,GLÓRIA DE DOURADOS,17,PSL,3072
34035,GO,BR,BRASIL,95354,PILAR DE GOIÁS,17,PSL,946
34036,DF,BR,BRASIL,97012,BRASÍLIA,17,PSL,37749
35947,MA,BR,BRASIL,7129,BACABEIRA,13,PT,8712
35955,PB,BR,BRASIL,21954,SÃO JOSÉ DO SABUGI,13,PT,2275
35956,AL,BR,BRASIL,27812,LAGOA DA CANOA,13,PT,8222
35957,AL,BR,BRASIL,28258,PALMEIRA DOS ÍNDIOS,13,PT,23153
35974,ZZ,BR,BRASIL,30511,SÃO JOSÉ,13,PT,70
35975,BA,BR,BRASIL,36617,JEQUIÉ,13,PT,23331
35976,BA,BR,BRASIL,38512,SANTA BÁRBARA,13,PT,10716
36846,MG,BR,BRASIL,46957,JACUÍ,13,PT,919
36847,MG,BR,BRASIL,47015,JANAÚBA,13,PT,17863
36848,MG,BR,BRASIL,51055,RIO MANSO,13,PT,1395
36849,ES,BR,BRASIL,56138,ATÍLIO VIVÁCQUA,13,PT,2762
36850,RJ,BR,BRASIL,59170,TRAJANO DE MORAES,13,PT,2588
36851,SP,BR,BRASIL,61670,AREALVA,13,PT,1063
36862,SP,BR,BRASIL,67091,MIRASSOLÂNDIA,13,PT,620
36863,SP,BR,BRASIL,67431,MURUTINGA DO SUL,13,PT,691
36864,PR,BR,BRASIL,75213,CONTENDA,13,PT,3270
36865,PR,BR,BRASIL,76570,LAPA,13,PT,8862
36866,PR,BR,BRASIL,77313,PAIÇANDU,13,PT,7320
36875,SC,BR,BRASIL,81523,SALTINHO,13,PT,1497
36876,SC,BR,BRASIL,81825,ZORTÉA,13,PT,727
36877,RS,BR,BRASIL,85650,CAIBATÉ,13,PT,1624
36878,RS,BR,BRASIL,88013,PORTO ALEGRE,13,PT,26970
37754,RO,BR,BRASIL,566,URUPÁ,17,PSL,3985
